file_name,url_punct_char_count,tag_count,whitespace_ratio,entropy,form_count,embedded_js_count,html_whitespace_ratio,script_entropy,min_link_length,external_link_count,total_script_characters,internal_link_count,url_digit_count,label
sample_09001.html,756,475,0.4769325912183055,5.072890922723826,0,11,0.1527367195198423,4.90640236394467,1,57,15762,39,109,0
sample_09002.html,287,82,0.3565573770491803,5.202023858370825,0,3,0.1794564716720405,4.625063665688104,21,8,2543,27,130,0
sample_09003.html,667,406,0.3902248289345063,5.164168269521549,1,10,0.1498097164603833,4.220361657450598,9,80,7163,26,333,0
sample_09004.html,1204,321,0.534781008465219,5.671158689432751,0,33,0.0257068787190887,5.626662095823413,17,74,268250,2,1013,0
sample_09005.html,2606,665,0.4415950299790507,5.136623936986094,5,8,0.1300504877748436,5.462991761662122,8,243,7666,8,924,0
sample_09006.html,912,682,0.637276225531203,4.618022271388096,3,13,0.2652133708462038,5.009703523145185,8,84,4554,65,71,0
sample_09007.html,1435,361,0.4312671420735052,5.177220336965835,3,12,0.139283148794927,5.421521918462984,1,174,8452,16,265,0
sample_09008.html,81,119,0.4255007327796776,5.884904655619529,2,2,0.092518233221339,5.147659159812901,7,8,336,9,43,0
sample_09009.html,3088,1480,0.468517657992565,5.207006322714576,1,15,0.1413573062567724,4.866573637222719,1,107,32850,228,1368,0
sample_09010.html,1074,386,0.337270087124879,4.975943558596542,0,14,0.1694430043053896,5.083845119076538,1,132,8059,5,202,0
sample_09011.html,2570,828,0.3893856779352962,5.166068703712335,1,25,0.113474920003773,5.3182911652984135,2,230,13200,16,850,0
sample_09012.html,371,195,0.311870878167303,4.922583921227868,1,1,0.1337331519723012,5.118305483149249,5,18,320,17,166,0
sample_09013.html,460,259,0.4959685755633657,5.09672801671115,1,1,0.1517955940046273,5.117664211185121,1,41,3912,32,187,0
sample_09014.html,2828,654,0.4604147426748384,5.19789645293173,3,26,0.0779140259024524,5.540541532324421,1,231,14732,5,599,0
sample_09015.html,10986,5631,0.4822010522679829,5.093224741050326,1,5,0.1900786651615634,5.465442763651581,6,396,10900,1505,9626,0
sample_09016.html,2780,882,0.5693166735319695,5.033131258863989,2,11,0.1419324568878845,5.55836135204278,1,19,12470,321,203,0
sample_09017.html,663,450,0.3344511801883142,5.099246244305539,1,9,0.1159269327506923,5.2090415212011605,1,27,6002,76,226,0
sample_09018.html,744,691,0.2891593831510547,4.980039374468206,0,2,0.1438772466254008,4.978553951942335,1,53,882,43,556,0
sample_09019.html,1877,937,0.3460565982689876,5.25144808212708,2,31,0.0796049254515095,5.414939342535526,1,150,32829,57,656,0
sample_09020.html,19,37,0.3808049535603715,5.031612059916053,0,1,0.1282132656299587,4.009281150586608,24,2,37,1,1,0
sample_09021.html,1008,1309,0.5423384302674735,5.013056948156382,7,17,0.1724952906901917,5.525845705219762,8,112,7515,112,254,0
sample_09022.html,0,8,0.2923076923076923,4.24095538130122,0,0,0.1137724550898203,0.0,0,0,0,0,0,0
sample_09023.html,275,196,0.4519983518747424,5.020946156224142,1,9,0.2209179098394065,4.53100576743163,1,11,10361,46,56,0
sample_09024.html,63,162,0.2327124034529759,4.718657371374584,0,0,0.1896138669673055,0.0,6,10,0,11,3,0
sample_09025.html,198,71,0.1834862385321101,5.411817315128088,0,17,0.0353432695463072,5.389431231461194,41,14,194553,0,143,0
sample_09026.html,3391,669,0.365005443328898,5.012163886451428,1,2,0.1261521009594933,4.204617523722244,4,8,1523,216,1297,0
sample_09027.html,916,603,0.3296544551022766,5.499982909722951,0,16,0.0401557933554544,5.375241410159629,1,63,341735,48,736,0
sample_09028.html,1402,660,0.3483258665409102,5.23723940379648,1,21,0.0545978374788125,5.409563956260227,1,147,36648,27,176,0
sample_09029.html,359,322,0.3318917410714285,5.081624435061916,1,4,0.1400480769230769,5.429672603126449,2,15,1259,114,416,0
sample_09030.html,0,8,0.2923076923076923,4.24095538130122,0,0,0.1137724550898203,0.0,0,0,0,0,0,0
sample_09031.html,5091,2779,0.4962731016643409,5.546556342930614,1,86,0.0583505804597633,5.209424841735919,14,213,192814,266,5844,0
sample_09032.html,3034,1655,0.629432184478056,5.076406814020596,1,10,0.1815407650351146,5.439080699779585,5,345,12070,165,3511,0
sample_09033.html,1087,352,0.271992728007272,4.905074392525605,1,5,0.1717897229945422,5.265547592427662,6,36,871,127,305,0
sample_09034.html,1731,821,0.4992826398852223,5.241755107162659,4,27,0.1109732237687964,5.570632212822354,1,170,12855,17,830,0
sample_09035.html,5955,2012,0.6270042194092827,5.212353097668622,4,39,0.1416330297979032,5.4994120266015685,1,495,88288,104,2347,0
sample_09036.html,345,134,0.4818652849740932,5.305948212839477,0,5,0.0674773356495304,5.628868005611093,1,34,3769,8,103,0
sample_09037.html,814,700,0.4955793392275477,5.563132544089266,2,13,0.0841689913217652,5.394562969386285,10,71,56487,46,259,0
sample_09038.html,351,469,0.5192686357243319,5.330429137855401,1,17,0.1456604318923159,5.2289671499226005,1,14,34430,48,409,0
sample_09039.html,1195,1061,0.5621689390377683,4.600175131933348,1,9,0.2613250700900103,5.418201016155023,1,169,3932,108,201,0
sample_09040.html,2324,1040,0.6508605752570175,4.779760537083916,3,55,0.2209785368105238,4.730963800360093,1,244,43031,15,198,0
sample_09041.html,2906,1363,0.4216740938378133,5.137570758992195,2,29,0.113623912985666,5.565702457594298,1,234,32198,83,562,0
sample_09042.html,757,229,0.4102642431648083,5.17915358926857,1,6,0.1122894891518233,5.303776986256404,9,64,6391,0,200,0
sample_09043.html,141,527,0.4736466062104973,4.894574373420601,1,7,0.2393897804054054,5.469783208745454,40,2,8334,13,53,0
sample_09044.html,1367,861,0.4867008211102533,5.180339564105628,4,46,0.1493839835728952,5.212154223492535,1,55,38928,202,618,0
sample_09045.html,1377,847,0.6003958503958504,5.311311422410007,1,11,0.1205584664435133,5.598674272880902,7,136,7616,42,281,0
sample_09046.html,1703,753,0.4540339082139725,5.449173593787508,1,11,0.037659045483352,5.553666660495431,1,14,58770,307,66,0
sample_09047.html,1389,907,0.3425142597987057,4.6841342203508765,3,7,0.2202741373589913,5.36435438737702,1,71,4434,151,356,0
